pattern_id	order_index	label	title_ru	notes_slug	kind	prompt_ru	stem	answer	tokens	hint_ru
present_simple_3sg	20	Present Simple	Третье лицо: окончание -s	present-simple-3sg	scramble	Система синхронизирует номерной фонд каждый час.		The system syncs room inventory every hour.	The|system|syncs|room|inventory|every|hour	`The system` — третье лицо единственного числа, значит `syncs` с окончанием `-s`.
present_simple_3sg	20	Present Simple	Третье лицо: окончание -s	present-simple-3sg	scramble	Тарифный план меняется на выходных.		The rate plan changes on weekends.	The|rate|plan|changes|on|weekends	Регулярное действие идёт в Present Simple. Третье лицо → `changes`.
present_simple_3sg	20	Present Simple	Третье лицо: окончание -s	present-simple-3sg	scramble	Я собираю требования у трёх групп стейкхолдеров.		I gather requirements from three stakeholder groups.	I|gather|requirements|from|three|stakeholder|groups	С `I` окончания нет: `gather`, а не `gathers`.
present_simple_3sg	20	Present Simple	Третье лицо: окончание -s	present-simple-3sg	gapfill		The nightly job ___ (run) at three in the morning.	runs		Третье лицо единственного числа в Present Simple получает `-s`.
present_simple_3sg	20	Present Simple	Третье лицо: окончание -s	present-simple-3sg	gapfill		Our users ___ (open) the app twice a day on average.	open		`Users` — множественное число, окончания нет.
present_simple_3sg	20	Present Simple	Третье лицо: окончание -s	present-simple-3sg	gapfill		The channel manager ___ (push) rates to every OTA.	pushes		После `-ch`, `-sh`, `-s`, `-x` добавляется `-es`: `push` → `pushes`.
present_simple_3sg	20	Present Simple	Третье лицо: окончание -s	present-simple-3sg	transform	→ подлежащее `the analyst`	I document every business rule.	The analyst documents every business rule.		Смена подлежащего на третье лицо единственного числа требует `-s` у глагола.
present_simple_3sg	20	Present Simple	Третье лицо: окончание -s	present-simple-3sg	transform	→ отрицание	The scooter reports its battery level.	The scooter does not report its battery level.||The scooter doesn't report its battery level.		В отрицании `-s` уходит к вспомогательному: `does not report`, а не `does not reports`.
present_simple_3sg	20	Present Simple	Третье лицо: окончание -s	present-simple-3sg	transform	→ вопрос	The integration sends data to the PMS.	Does the integration send data to the PMS?		В вопросе `-s` переезжает в `does`, а смысловой глагол остаётся в базовой форме.
present_simple_3sg	20	Present Simple	Третье лицо: окончание -s	present-simple-3sg	fix		The dashboard show fleet utilization by city.	The dashboard shows fleet utilization by city.		`The dashboard` — третье лицо единственного числа, нужно `shows`.
present_simple_3sg	20	Present Simple	Третье лицо: окончание -s	present-simple-3sg	fix		He doesn't knows the attribution window.	He doesn't know the attribution window.		После `doesn’t` идёт базовая форма. Двух `-s` в одном отрицании не бывает.
present_simple_3sg	20	Present Simple	Третье лицо: окончание -s	present-simple-3sg	fix		Do the system support multiple currencies?	Does the system support multiple currencies?		`The system` — третье лицо единственного числа, значит вопрос начинается с `Does`.
present_vs_continuous	30	Present Simple / Continuous	Вообще или прямо сейчас	present-vs-continuous	scramble	Мы прямо сейчас выкатываем новый тариф.		We are rolling out a new rate plan right now.	We|are|rolling|out|a|new|rate|plan|right|now	`right now` — действие в моменте, значит Continuous: `are rolling out`.
present_vs_continuous	30	Present Simple / Continuous	Вообще или прямо сейчас	present-vs-continuous	scramble	Обычно мы выкатываем изменения по вторникам.		We usually roll out changes on Tuesdays.	We|usually|roll|out|changes|on|Tuesdays	`usually` — регулярность, значит Present Simple без `-ing`.
present_vs_continuous	30	Present Simple / Continuous	Вообще или прямо сейчас	present-vs-continuous	scramble	Утилизация падает уже третью неделю.		Utilization is falling for the third week.	Utilization|is|falling|for|the|third|week	Процесс в развитии → Continuous. В русском вид спрятан в слове «падает», в английском его несёт форма `is falling`.
present_vs_continuous	30	Present Simple / Continuous	Вообще или прямо сейчас	present-vs-continuous	gapfill		I ___ (work) on the Brazil launch this month.	am working		`this month` — ограниченный текущий период, значит Continuous.
present_vs_continuous	30	Present Simple / Continuous	Вообще или прямо сейчас	present-vs-continuous	gapfill		The PMS ___ (store) every guest folio.	stores		Постоянное свойство системы идёт в Present Simple, не в Continuous.
present_vs_continuous	30	Present Simple / Continuous	Вообще или прямо сейчас	present-vs-continuous	gapfill		Look at the map — three scooters ___ (move) toward the same zone.	are moving		`Look at` указывает на момент наблюдения, значит Continuous.
present_vs_continuous	30	Present Simple / Continuous	Вообще или прямо сейчас	present-vs-continuous	transform	→ Present Continuous	I review the requirements.	I am reviewing the requirements.||I'm reviewing the requirements.		Continuous — это форма `to be` плюс `-ing`. С `I` получается `am reviewing`.
present_vs_continuous	30	Present Simple / Continuous	Вообще или прямо сейчас	present-vs-continuous	transform	→ Present Simple	We are checking utilization every morning.	We check utilization every morning.		`every morning` — регулярность, а регулярность идёт в Simple, даже если само действие длительное.
present_vs_continuous	30	Present Simple / Continuous	Вообще или прямо сейчас	present-vs-continuous	transform	→ вопрос	She is preparing the release notes.	Is she preparing the release notes?		В Continuous вопрос делается инверсией формы `to be`, `-ing` не трогаем.
present_vs_continuous	30	Present Simple / Continuous	Вообще или прямо сейчас	present-vs-continuous	fix		I am knowing this integration well.	I know this integration well.		Глаголы состояния — `know`, `understand`, `want` — в Continuous не ставятся.
present_vs_continuous	30	Present Simple / Continuous	Вообще или прямо сейчас	present-vs-continuous	fix		Right now we discuss the scope.	Right now we are discussing the scope.||Right now we're discussing the scope.		`Right now` требует Continuous. В русском форма одна, в английском выбор обязателен.
present_vs_continuous	30	Present Simple / Continuous	Вообще или прямо сейчас	present-vs-continuous	fix		Our users are opening the app twice a day.	Our users open the app twice a day.		`twice a day` — привычка, а привычки идут в Simple.
present_perfect_since_for	40	Present Perfect	since / for: началось в прошлом, длится сейчас	present-perfect-since-for	scramble	Я работаю в JET Sharing с 2023 года.		I have worked at JET Sharing since 2023.	I|have|worked|at|JET|Sharing|since|2023	Началось в прошлом и длится сейчас → Present Perfect. В русском здесь настоящее время, и это главная ловушка.
present_perfect_since_for	40	Present Perfect	since / for: началось в прошлом, длится сейчас	present-perfect-since-for	scramble	Мы используем это окно атрибуции уже два года.		We have used this attribution window for two years.	We|have|used|this|attribution|window|for|two|years	`for two years` — длительность до настоящего момента, значит `have used`, а не `use`.
present_perfect_since_for	40	Present Perfect	since / for: началось в прошлом, длится сейчас	present-perfect-since-for	scramble	Она отвечает за миграцию с апреля.		She has owned the migration since April.	She|has|owned|the|migration|since|April	Третье лицо единственного числа в Present Perfect берёт `has`, а не `have`.
present_perfect_since_for	40	Present Perfect	since / for: началось в прошлом, длится сейчас	present-perfect-since-for	gapfill		I ___ (be) a business analyst since 2021.	have been		`since 2021` требует Present Perfect. Третья форма от `be` — `been`.
present_perfect_since_for	40	Present Perfect	since / for: началось в прошлом, длится сейчас	present-perfect-since-for	gapfill		The channel manager ___ (work) without errors for three months.	has worked		`The channel manager` — третье лицо единственного числа, значит `has`.
present_perfect_since_for	40	Present Perfect	since / for: началось в прошлом, длится сейчас	present-perfect-since-for	gapfill		We ___ (not / see) this edge case since the last release.	have not seen||haven't seen		В Present Perfect `not` встаёт между `have` и третьей формой.
present_perfect_since_for	40	Present Perfect	since / for: началось в прошлом, длится сейчас	present-perfect-since-for	transform	→ Present Perfect с since	I started working here in 2023.	I have worked here since 2023.||I've worked here since 2023.		Past Simple сообщает только момент начала. Present Perfect с `since` добавляет, что это длится и сейчас.
present_perfect_since_for	40	Present Perfect	since / for: началось в прошлом, длится сейчас	present-perfect-since-for	transform	→ вопрос	You have used this rate plan for a year.	Have you used this rate plan for a year?		Вопрос — инверсия `have` и подлежащего, третья форма остаётся на месте.
present_perfect_since_for	40	Present Perfect	since / for: началось в прошлом, длится сейчас	present-perfect-since-for	transform	→ подлежащее `the team`	I have owned this integration since March.	The team has owned this integration since March.		`The team` — третье лицо единственного числа, значит `has owned`.
present_perfect_since_for	40	Present Perfect	since / for: началось в прошлом, длится сейчас	present-perfect-since-for	fix		I work at JET Sharing since 2023.	I have worked at JET Sharing since 2023.||I've worked at JET Sharing since 2023.		Present Simple с `since` невозможен. Русское «работаю с 2023» переводится Present Perfect.
present_perfect_since_for	40	Present Perfect	since / for: началось в прошлом, длится сейчас	present-perfect-since-for	fix		We have used this window since two years.	We have used this window for two years.		`since` — точка отсчёта (2023, April), `for` — длительность (two years).
present_perfect_since_for	40	Present Perfect	since / for: началось в прошлом, длится сейчас	present-perfect-since-for	fix		She have owned the migration since April.	She has owned the migration since April.		С `she` идёт `has`, а не `have`.
present_perfect_vs_past	50	Present Perfect / Past Simple	Результат сейчас или факт в прошлом	present-perfect-vs-past	scramble	Мы уже выкатили эту функциональность.		We have already rolled out this feature.	We|have|already|rolled|out|this|feature	`already` без указания когда — важен результат сейчас, значит Present Perfect.
present_perfect_vs_past	50	Present Perfect / Past Simple	Результат сейчас или факт в прошлом	present-perfect-vs-past	scramble	Мы выкатили её на прошлой неделе.		We rolled it out last week.	We|rolled|it|out|last|week	`last week` — законченный момент в прошлом, значит Past Simple. С `last week` Present Perfect невозможен.
present_perfect_vs_past	50	Present Perfect / Past Simple	Результат сейчас или факт в прошлом	present-perfect-vs-past	scramble	Я ещё не видел этот отчёт.		I have not seen this report yet.||I haven't seen this report yet.	I|have|not|seen|this|report|yet	`yet` говорит о текущем положении дел, значит Present Perfect.
present_perfect_vs_past	50	Present Perfect / Past Simple	Результат сейчас или факт в прошлом	present-perfect-vs-past	gapfill		___ (you / read) the spec yet?	Have you read		`yet` требует Present Perfect: спрашивают про состояние на сейчас, а не про момент в прошлом.
present_perfect_vs_past	50	Present Perfect / Past Simple	Результат сейчас или факт в прошлом	present-perfect-vs-past	gapfill		I ___ (send) the requirements yesterday.	sent		`yesterday` — конкретный момент в прошлом, значит Past Simple.
present_perfect_vs_past	50	Present Perfect / Past Simple	Результат сейчас или факт в прошлом	present-perfect-vs-past	gapfill		Utilization ___ (drop) three times this month.	has dropped		`this month` — период ещё не закончился, значит Present Perfect.
present_perfect_vs_past	50	Present Perfect / Past Simple	Результат сейчас или факт в прошлом	present-perfect-vs-past	transform	→ Past Simple, добавь `in April`	We have changed the rate plan.	We changed the rate plan in April.		Появилось указание момента — Present Perfect больше нельзя, фраза уходит в Past Simple.
present_perfect_vs_past	50	Present Perfect / Past Simple	Результат сейчас или факт в прошлом	present-perfect-vs-past	transform	→ Present Perfect	I finished the analysis.	I have finished the analysis.||I've finished the analysis.		Убираем привязку к моменту — остаётся результат, который важен сейчас.
present_perfect_vs_past	50	Present Perfect / Past Simple	Результат сейчас или факт в прошлом	present-perfect-vs-past	transform	→ отрицание	She has approved the scope.	She has not approved the scope.||She hasn't approved the scope.		`not` встаёт после `has`, третья форма не меняется.
present_perfect_vs_past	50	Present Perfect / Past Simple	Результат сейчас или факт в прошлом	present-perfect-vs-past	fix		I have sent the report yesterday.	I sent the report yesterday.		`yesterday` и Present Perfect несовместимы: конкретный момент требует Past Simple.
present_perfect_vs_past	50	Present Perfect / Past Simple	Результат сейчас или факт в прошлом	present-perfect-vs-past	fix		Did you read the spec yet?	Have you read the spec yet?		`yet` — про сейчас, значит Present Perfect, а не Past Simple.
present_perfect_vs_past	50	Present Perfect / Past Simple	Результат сейчас или факт в прошлом	present-perfect-vs-past	fix		We already rolled out the fix, so the bug is gone.	We have already rolled out the fix, so the bug is gone.||We've already rolled out the fix, so the bug is gone.		Результат действует сейчас — `the bug is gone` — значит Present Perfect.
questions_do_support	60	Questions	Порядок слов и вспомогательный глагол	questions-do-support	scramble	Как часто система синхронизирует тарифы?		How often does the system sync rates?	How|often|does|the|system|sync|rates	После вопросительного слова идёт вспомогательный `does`, затем подлежащее, затем глагол в базовой форме.
questions_do_support	60	Questions	Порядок слов и вспомогательный глагол	questions-do-support	scramble	Почему упала утилизация парка?		Why did fleet utilization drop?	Why|did|fleet|utilization|drop	Прошедшее время в вопросе берёт `did`, а смысловой глагол остаётся базовым: `drop`, не `dropped`.
questions_do_support	60	Questions	Порядок слов и вспомогательный глагол	questions-do-support	scramble	Кто отвечает за эту интеграцию?		Who owns this integration?	Who|owns|this|integration	Когда вопрос задан к подлежащему, `do/does` не нужен и порядок слов остаётся прямым.
questions_do_support	60	Questions	Порядок слов и вспомогательный глагол	questions-do-support	gapfill		___ the guest folio include the city tax?	Does		`The guest folio` — третье лицо единственного числа в настоящем, значит `Does`.
questions_do_support	60	Questions	Порядок слов и вспомогательный глагол	questions-do-support	gapfill		Where ___ you gather these requirements?	did		Прошедшее время требует `did`, глагол дальше идёт в базовой форме.
questions_do_support	60	Questions	Порядок слов и вспомогательный глагол	questions-do-support	gapfill		___ the scooters need a firmware update?	Do		`Scooters` — множественное число, значит `Do`.
questions_do_support	60	Questions	Порядок слов и вспомогательный глагол	questions-do-support	transform	→ вопрос	The analyst documents every business rule.	Does the analyst document every business rule?		`-s` переезжает в `does`, и смысловой глагол теряет окончание.
questions_do_support	60	Questions	Порядок слов и вспомогательный глагол	questions-do-support	transform	→ вопрос	They launched in Baku last spring.	Did they launch in Baku last spring?		Прошедшее время уходит в `did`, а `launched` становится `launch`.
questions_do_support	60	Questions	Порядок слов и вспомогательный глагол	questions-do-support	transform	→ вопрос со `what` к дополнению	She reviewed the migration plan.	What did she review?		Вопрос к дополнению требует `did` и базовой формы: `did she review`.
questions_do_support	60	Questions	Порядок слов и вспомогательный глагол	questions-do-support	fix		Why the utilization dropped last week?	Why did the utilization drop last week?		В английском вопросе нельзя обойтись интонацией: нужен `did` и базовая форма глагола.
questions_do_support	60	Questions	Порядок слов и вспомогательный глагол	questions-do-support	fix		Does the system supports two currencies?	Does the system support two currencies?		После `does` глагол всегда базовый, без `-s`.
questions_do_support	60	Questions	Порядок слов и вспомогательный глагол	questions-do-support	fix		What you think about this scope?	What do you think about this scope?		Пропущен вспомогательный `do`. Русское «Что ты думаешь» строится без него, английское — нет.
past_simple_vs_continuous	70	Past Simple / Past Continuous	Фон и то, что его прервало	past-simple-vs-continuous	scramble	Когда упал сервер, я готовил отчёт.		I was preparing the report when the server went down.	I|was|preparing|the|report|when|the|server|went|down	Длинный фон идёт в Past Continuous — `was preparing`, а короткое событие внутри него в Past Simple — `went down`.
past_simple_vs_continuous	70	Past Simple / Past Continuous	Фон и то, что его прервало	past-simple-vs-continuous	scramble	Пока мы согласовывали объём, срок сдвинулся.		While we were aligning on scope, the deadline moved.	While|we|were|aligning|on|scope|the|deadline|moved	`While` вводит фон, значит Past Continuous. Событие в главной части — Past Simple.
past_simple_vs_continuous	70	Past Simple / Past Continuous	Фон и то, что его прервало	past-simple-vs-continuous	scramble	Я проверил счёт гостя и нашёл ошибку.		I checked the guest folio and found an error.	I|checked|the|guest|folio|and|found|an|error	Два законченных действия друг за другом — оба в Past Simple, Continuous здесь не нужен.
past_simple_vs_continuous	70	Past Simple / Past Continuous	Фон и то, что его прервало	past-simple-vs-continuous	gapfill		I ___ (prepare) the report when the server went down.	was preparing		Фон, который уже шёл к моменту события, идёт в Past Continuous.
past_simple_vs_continuous	70	Past Simple / Past Continuous	Фон и то, что его прервало	past-simple-vs-continuous	gapfill		While the job ___ (run), we watched the logs.	was running		`While` вводит длящийся фон, значит Past Continuous.
past_simple_vs_continuous	70	Past Simple / Past Continuous	Фон и то, что его прервало	past-simple-vs-continuous	gapfill		The deadline ___ (move) twice last quarter.	moved		Законченный факт с указанием периода идёт в Past Simple.
past_simple_vs_continuous	70	Past Simple / Past Continuous	Фон и то, что его прервало	past-simple-vs-continuous	transform	→ Past Continuous	I reviewed the spec at nine.	I was reviewing the spec at nine.		Past Continuous говорит, что в девять процесс уже шёл, а не начался и закончился.
past_simple_vs_continuous	70	Past Simple / Past Continuous	Фон и то, что его прервало	past-simple-vs-continuous	transform	→ Past Simple	She was writing the release notes.	She wrote the release notes.		Past Simple подаёт действие как законченный факт, без взгляда изнутри процесса.
past_simple_vs_continuous	70	Past Simple / Past Continuous	Фон и то, что его прервало	past-simple-vs-continuous	transform	→ вопрос	They were rebalancing idle vehicles.	Were they rebalancing idle vehicles?		Вопрос в Continuous — инверсия `was/were` и подлежащего.
past_simple_vs_continuous	70	Past Simple / Past Continuous	Фон и то, что его прервало	past-simple-vs-continuous	fix		I was checking the folio and was finding an error.	I checked the folio and found an error.		Два коротких завершённых действия идут в Past Simple. Continuous растягивает то, что мгновенно.
past_simple_vs_continuous	70	Past Simple / Past Continuous	Фон и то, что его прервало	past-simple-vs-continuous	fix		While we were align on scope, the deadline moved.	While we were aligning on scope, the deadline moved.		После `were` нужна форма на `-ing`: `were aligning`.
past_simple_vs_continuous	70	Past Simple / Past Continuous	Фон и то, что его прервало	past-simple-vs-continuous	fix		They was testing the integration all morning.	They were testing the integration all morning.		`They` — множественное число, значит `were`, а не `was`.
articles_basic	80	Articles	a / an / the и когда артикля нет	articles-basic	scramble	Я продакт-менеджер в кикшеринговой компании.		I am a product manager at a kicksharing company.	I|am|a|product|manager|at|a|kicksharing|company	И профессия, и неопределённая компания требуют `a`: называем один экземпляр из класса, а не конкретный.
articles_basic	80	Articles	a / an / the и когда артикля нет	articles-basic	scramble	Отчёт, который я отправил вчера, был неверный.		The report I sent yesterday was wrong.	The|report|I|sent|yesterday|was|wrong	Отчёт конкретный и уже определён контекстом, значит `the`.
articles_basic	80	Articles	a / an / the и когда артикля нет	articles-basic	scramble	Утилизация парка важнее выручки.		Fleet utilization matters more than revenue.	Fleet|utilization|matters|more|than|revenue	Неисчисляемые понятия в общем смысле идут без артикля вообще.
articles_basic	80	Articles	a / an / the и когда артикля нет	articles-basic	gapfill		We found ___ edge case that breaks the nightly job.	an		Первое упоминание, один из многих — неопределённый артикль. Перед гласным звуком `an`.
articles_basic	80	Articles	a / an / the и когда артикля нет	articles-basic	gapfill		___ channel manager pushes rates to every OTA.	The		Речь о конкретной, уже известной системе, значит `the`.
articles_basic	80	Articles	a / an / the и когда артикля нет	articles-basic	gapfill		The bug appeared after ___ last release.	the		`last release` — единственный конкретный релиз, значит `the`.
articles_basic	80	Articles	a / an / the и когда артикля нет	articles-basic	transform	→ первое упоминание аналитика	The analyst joined the team.	An analyst joined the team.		Если аналитик упомянут впервые и не важно кто именно — `an`. Команда при этом остаётся конкретной.
articles_basic	80	Articles	a / an / the и когда артикля нет	articles-basic	transform	→ множественное число, общий смысл	A scooter needs a daily check.	Scooters need a daily check.		Общее утверждение о классе во множественном числе идёт без артикля.
articles_basic	80	Articles	a / an / the и когда артикля нет	articles-basic	transform	→ речь о конкретном плане	We reviewed a rate plan.	We reviewed the rate plan.		`the` показывает, что план один и обеим сторонам известно какой.
articles_basic	80	Articles	a / an / the и когда артикля нет	articles-basic	fix		I am product manager at JET Sharing.	I am a product manager at JET Sharing.		Перед профессией в единственном числе нужен `a`. Русский обходится без артикля, английский — нет.
articles_basic	80	Articles	a / an / the и когда артикля нет	articles-basic	fix		The fleet utilization is a key metric for the kicksharing.	Fleet utilization is a key metric for kicksharing.		Абстрактные понятия в общем смысле идут без артикля: ни `the fleet utilization`, ни `the kicksharing`.
articles_basic	80	Articles	a / an / the и когда артикля нет	articles-basic	fix		We found a edge case in the import.	We found an edge case in the import.		Перед гласным звуком идёт `an`, а не `a`.
